insertId,timestamp,logName,receiveTimestamp,labels.authorization.k8s.io/decision,resource.type,resource.labels.project_id,resource.labels.location,resource.labels.cluster_name,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,operation.id,operation.producer,operation.last,operation.first,anonymous_principal,timestamp__epoch_s,receiveTimestamp__epoch_s,callerIp_first_octet,logName__le,labels.authorization.k8s.io/decision__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le
synth_event_47551_167063ad03,2025-08-09 14:36:08+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-08-09 14:39:50+00:00,allow,k8s_cluster,project123,europe-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/prod/rolebindings/system:rb-49325', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.81.37,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/prod/rolebindings/system:rb-49325,k8s.io,0,OK,operation_synth_5520231,k8s.io,True,True,0,1754750168.0,1754750390.0,198.0,3,0,3,1,2,2,5
synth_event_47561_c51ae132b0,2025-01-30 18:45:38+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-01-30 18:47:04+00:00,allow,k8s_cluster,project-finops,asia-southeast1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/kube-system/httproutes/system:httproutes-26193', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.19.155.244,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,gateway.networking.k8s.io/v1/namespaces/kube-system/httproutes/system:httproutes-26193,k8s.io,0,OK,operation_synth_2641149,k8s.io,True,True,0,1738262738.0,1738262824.0,198.0,0,0,0,0,1,10,5
synth_event_47571_a1bbb6f515,2026-01-02 23:52:48+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2026-01-02 23:55:48+00:00,allow,k8s_cluster,project123,us-central1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-20393', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.248.66,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-20393,k8s.io,0,OK,operation_synth_8218008,k8s.io,True,True,0,1767397968.0,1767398148.0,198.0,3,0,3,3,4,2,8
synth_event_47581_209a43cc90,2025-06-27 04:58:27+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-06-27 04:58:41+00:00,allow,k8s_cluster,project-ml,us-central1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/payments/httproutes/system:httproutes-76734', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.18.134.74,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,gateway.networking.k8s.io/v1/namespaces/payments/httproutes/system:httproutes-76734,k8s.io,0,OK,operation_synth_9587568,k8s.io,True,True,0,1751000307.0,1751000321.0,198.0,1,0,1,3,2,10,4
synth_event_47591_bc0b1b1946,2025-09-17 04:19:01+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-09-17 04:22:10+00:00,allow,k8s_cluster,project123,us-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-60543', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.198.84,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-60543,k8s.io,0,OK,operation_synth_9988886,k8s.io,True,True,0,1758082741.0,1758082930.0,198.0,3,0,3,5,1,3,9
synth_event_47601_afdffcb079,2025-05-05 18:36:25+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-05-05 18:39:39+00:00,allow,k8s_cluster,project-ml,us-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-4477', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.187.33,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-4477,k8s.io,0,OK,operation_synth_1526520,k8s.io,True,True,0,1746470185.0,1746470379.0,198.0,1,0,1,5,1,2,0
synth_event_47611_1091da7b4a,2025-07-07 18:26:49+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-07-07 18:28:13+00:00,allow,k8s_cluster,project123,us-central1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-44293', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.201.95,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-44293,k8s.io,0,OK,operation_synth_7316615,k8s.io,True,True,0,1751912809.0,1751912893.0,198.0,3,0,3,3,4,2,5
synth_event_47621_c06f24d8ac,2025-05-07 23:49:33+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-05-07 23:50:45+00:00,allow,k8s_cluster,project-observability,europe-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/prod/rolebindings/system:rb-87096', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.163.75,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/prod/rolebindings/system:rb-87096,k8s.io,0,OK,operation_synth_4369204,k8s.io,True,True,0,1746661773.0,1746661845.0,198.0,2,0,2,1,5,2,8
synth_event_47631_7d8de7e976,2026-02-01 22:28:30+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2026-02-01 22:30:22+00:00,allow,k8s_cluster,project-observability,us-east1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/security/rolebindings/system:rb-43967', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.120.56,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/security/rolebindings/system:rb-43967,k8s.io,0,OK,operation_synth_3705987,k8s.io,True,True,0,1769984910.0,1769985022.0,198.0,2,0,2,4,6,2,0
synth_event_47641_bf3d0e2f0e,2025-02-03 06:58:27+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-02-03 07:01:07+00:00,allow,k8s_cluster,project-ml,us-east1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/monitoring/roles/system:roles-18704', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.24.59,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/monitoring/roles/system:roles-18704,k8s.io,0,OK,operation_synth_1576914,k8s.io,True,True,0,1738565907.0,1738566067.0,198.0,1,0,1,4,2,3,9
synth_event_47651_fa2e749105,2025-06-25 09:20:32+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-06-25 09:23:19+00:00,allow,k8s_cluster,project-observability,us-central1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/rolebindings/system:rb-73922', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.138.194,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/gateway-system/rolebindings/system:rb-73922,k8s.io,0,OK,operation_synth_3095033,k8s.io,True,True,0,1750843232.0,1750843399.0,198.0,2,0,2,3,3,2,5
synth_event_47661_25d1ae3bc4,2025-12-20 13:18:13+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-12-20 13:19:57+00:00,allow,k8s_cluster,project-ml,us-east1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-15550', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.159.41,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-15550,k8s.io,0,OK,operation_synth_4929153,k8s.io,True,True,0,1766236693.0,1766236797.0,198.0,1,0,1,4,2,1,9
synth_event_47671_397494d63d,2025-02-22 06:28:12+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-02-22 06:30:28+00:00,allow,k8s_cluster,project123,us-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'apps/v1/namespaces/staging/deployments/system:dep-58256', 'permission': 'io.k8s.apps.v1.deployments.update', 'granted': True}]",io.k8s.apps.v1.deployments.update,198.19.201.156,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,apps/v1/namespaces/staging/deployments/system:dep-58256,k8s.io,0,OK,operation_synth_3240485,k8s.io,True,True,0,1740205692.0,1740205828.0,198.0,3,0,3,5,5,0,0
synth_event_47681_645f681895,2025-10-28 10:39:40+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-10-28 10:42:17+00:00,allow,k8s_cluster,project-observability,europe-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/payments/rolebindings/system:rb-78722', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.66.50,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/payments/rolebindings/system:rb-78722,k8s.io,0,OK,operation_synth_4864554,k8s.io,True,True,0,1761647980.0,1761648137.0,198.0,2,0,2,1,1,2,8
synth_event_47691_e7edd9ab30,2025-09-03 07:23:44+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-09-03 07:24:29+00:00,forbid,k8s_cluster,project-observability,europe-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-42214', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': False}]",io.k8s.authorization.rbac.v1.roles.create,198.18.164.182,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-42214,k8s.io,7,forbidden: User 'ops@company.com' cannot call method 'io.k8s.authorization.rbac.v1.roles.create' on 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-42214',operation_synth_9322388,k8s.io,True,True,0,1756884224.0,1756884269.0,198.0,2,1,2,1,1,3,0
synth_event_47701_f1f8f7496c,2025-04-21 14:25:06+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-04-21 14:28:04+00:00,allow,k8s_cluster,project-finops,europe-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/default/roles/system:roles-40464', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.88.33,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/default/roles/system:roles-40464,k8s.io,0,OK,operation_synth_1344585,k8s.io,True,True,0,1745245506.0,1745245684.0,198.0,0,0,0,1,5,3,9
synth_event_47711_23b285f8a8,2025-12-03 16:05:40+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-12-03 16:08:27+00:00,allow,k8s_cluster,project123,asia-southeast1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'apps/v1/namespaces/kube-system/deployments/system:dep-89083', 'permission': 'io.k8s.apps.v1.deployments.update', 'granted': True}]",io.k8s.apps.v1.deployments.update,198.19.53.34,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,apps/v1/namespaces/kube-system/deployments/system:dep-89083,k8s.io,0,OK,operation_synth_5399154,k8s.io,True,True,0,1764777940.0,1764778107.0,198.0,3,0,3,0,5,0,0
synth_event_47721_af0e913004,2025-12-06 13:52:39+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-12-06 13:53:47+00:00,allow,k8s_cluster,project-ml,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-73488', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.22.92,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-73488,k8s.io,0,OK,operation_synth_2575744,k8s.io,True,True,0,1765029159.0,1765029227.0,198.0,1,0,1,3,1,1,9
synth_event_47731_25b1592a6d,2025-03-11 22:42:43+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-03-11 22:45:16+00:00,allow,k8s_cluster,project-ml,europe-west4,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-9988', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.167.141,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-9988,k8s.io,0,OK,operation_synth_1838947,k8s.io,True,True,0,1741732963.0,1741733116.0,198.0,1,0,1,2,1,2,0
synth_event_47741_dacbbfa64b,2025-08-05 16:26:42+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-08-05 16:27:33+00:00,allow,k8s_cluster,project-observability,europe-west4,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/default/roles/system:roles-14850', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.21.65,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/default/roles/system:roles-14850,k8s.io,0,OK,operation_synth_4425526,k8s.io,True,True,0,1754411202.0,1754411253.0,198.0,2,0,2,2,1,3,8
synth_event_47751_ab2b7fb19f,2025-10-11 22:29:31+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-10-11 22:31:08+00:00,allow,k8s_cluster,project-observability,asia-southeast1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'batch/v1/namespaces/default/jobs/system:jobs-57616', 'permission': 'io.k8s.batch.v1.jobs.create', 'granted': True}]",io.k8s.batch.v1.jobs.create,198.18.198.135,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,batch/v1/namespaces/default/jobs/system:jobs-57616,k8s.io,0,OK,operation_synth_7589142,k8s.io,True,True,0,1760221771.0,1760221868.0,198.0,2,0,2,0,3,4,5
synth_event_47761_7ee4af45f0,2026-01-11 09:39:01+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2026-01-11 09:42:07+00:00,forbid,k8s_cluster,project123,us-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'api/v1/namespaces/gateway-system/configmaps/system:configmaps-43729', 'permission': 'io.k8s.core.v1.configmaps.create', 'granted': False}]",io.k8s.core.v1.configmaps.create,198.18.30.10,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,api/v1/namespaces/gateway-system/configmaps/system:configmaps-43729,k8s.io,7,forbidden: User 'platform@company.com' cannot call method 'io.k8s.core.v1.configmaps.create' on 'api/v1/namespaces/gateway-system/configmaps/system:configmaps-43729',operation_synth_1853229,k8s.io,True,True,0,1768124341.0,1768124527.0,198.0,3,1,3,5,6,5,5
synth_event_47771_c12d45de9f,2025-10-31 19:26:50+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-10-31 19:28:07+00:00,allow,k8s_cluster,project-observability,us-east1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-45946', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.166.59,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-45946,k8s.io,0,OK,operation_synth_3645643,k8s.io,True,True,0,1761938810.0,1761938887.0,198.0,2,0,2,4,4,1,9
synth_event_47781_9b71d168bf,2025-08-17 21:36:40+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-08-17 21:37:28+00:00,allow,k8s_cluster,project-finops,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-77474', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.159.135,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-77474,k8s.io,0,OK,operation_synth_7045480,k8s.io,True,True,0,1755466600.0,1755466648.0,198.0,0,0,0,3,1,2,9
synth_event_47791_ea471b6341,2026-01-25 08:28:20+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2026-01-25 08:31:02+00:00,allow,k8s_cluster,project-observability,europe-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-73474', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,::1,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-73474,k8s.io,0,OK,operation_synth_6100346,k8s.io,True,True,0,1769329700.0,1769329862.0,198.0,2,0,2,1,4,2,8
synth_event_47801_1bb4809703,2025-03-13 00:29:03+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-03-13 00:30:10+00:00,allow,k8s_cluster,project123,europe-west4,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-1912', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.19.63.68,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-1912,k8s.io,0,OK,operation_synth_4144471,k8s.io,True,True,0,1741825743.0,1741825810.0,198.0,3,0,3,2,3,1,8
synth_event_47811_bfaa2f92d8,2025-03-07 02:30:21+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-03-07 02:33:48+00:00,allow,k8s_cluster,project123,asia-southeast1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/payments/httproutes/system:httproutes-59205', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.18.13.76,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,gateway.networking.k8s.io/v1/namespaces/payments/httproutes/system:httproutes-59205,k8s.io,0,OK,operation_synth_7267594,k8s.io,True,True,0,1741314621.0,1741314828.0,198.0,3,0,3,0,2,10,5
synth_event_47821_9f2fa9a5c0,2025-05-20 13:50:01+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-05-20 13:50:56+00:00,allow,k8s_cluster,project123,asia-southeast1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-8701', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.65.13,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-8701,k8s.io,0,OK,operation_synth_3371764,k8s.io,True,True,0,1747749001.0,1747749056.0,198.0,3,0,3,0,4,1,0
synth_event_47831_5e36df3029,2025-05-30 02:14:11+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-05-30 02:17:30+00:00,allow,k8s_cluster,project-observability,us-central1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'networking.k8s.io/v1/namespaces/default/ingresses/system:ingresses-60364', 'permission': 'io.k8s.networking.k8s.io.v1.ingresses.create', 'granted': True}]",io.k8s.networking.k8s.io.v1.ingresses.create,198.18.27.16,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,networking.k8s.io/v1/namespaces/default/ingresses/system:ingresses-60364,k8s.io,0,OK,operation_synth_8466118,k8s.io,True,True,0,1748571251.0,1748571450.0,198.0,2,0,2,3,2,11,8
synth_event_47841_83e079254e,2025-07-29 18:13:22+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-07-29 18:14:54+00:00,allow,k8s_cluster,project-ml,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-41550', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.60.15,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-41550,k8s.io,0,OK,operation_synth_1700439,k8s.io,True,True,0,1753812802.0,1753812894.0,198.0,1,0,1,3,1,2,0
synth_event_47851_0761490bbb,2025-07-06 07:20:20+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-07-06 07:23:35+00:00,allow,k8s_cluster,project-observability,europe-west1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'batch/v1/namespaces/kube-system/jobs/system:jobs-34503', 'permission': 'io.k8s.batch.v1.jobs.create', 'granted': True}]",io.k8s.batch.v1.jobs.create,::1,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,batch/v1/namespaces/kube-system/jobs/system:jobs-34503,k8s.io,0,OK,operation_synth_3069134,k8s.io,True,True,0,1751786420.0,1751786615.0,198.0,2,0,2,1,3,4,9
synth_event_47861_8d359a02ce,2025-12-02 19:58:16+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-12-02 20:01:55+00:00,allow,k8s_cluster,project123,europe-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'networking.k8s.io/v1/namespaces/security/ingresses/system:ingresses-7199', 'permission': 'io.k8s.networking.k8s.io.v1.ingresses.create', 'granted': True}]",io.k8s.networking.k8s.io.v1.ingresses.create,198.18.142.182,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,networking.k8s.io/v1/namespaces/security/ingresses/system:ingresses-7199,k8s.io,0,OK,operation_synth_9420064,k8s.io,True,True,0,1764705496.0,1764705715.0,198.0,3,0,3,1,2,11,9
synth_event_47871_930abae7ab,2025-08-26 02:31:57+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-08-26 02:33:55+00:00,allow,k8s_cluster,project-observability,us-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-8727', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.143.148,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-8727,k8s.io,0,OK,operation_synth_4760586,k8s.io,True,True,0,1756175517.0,1756175635.0,198.0,2,0,2,5,5,1,5
synth_event_47881_476ee985a5,2025-04-20 02:24:42+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-04-20 02:25:56+00:00,allow,k8s_cluster,project-finops,us-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-62281', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.136.151,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-62281,k8s.io,0,OK,operation_synth_7261062,k8s.io,True,True,0,1745115882.0,1745115956.0,198.0,0,0,0,5,5,1,0
