protoPayload.status.code,anonymous_principal,timestamp__epoch_s,logName__le,labels.authorization.k8s.io/decision__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le,hour,dayofweek,is_weekend,timestamp_delay_s
0,0,1771422507.0,0,0,0,1,5,15,5,13,2,0,153.0
0,0,1739016100.0,2,0,2,2,2,10,4,12,5,1,50.0
0,0,1740288548.0,0,0,0,3,1,2,0,5,6,1,230.0
0,0,1759897362.0,0,0,0,5,6,2,5,4,2,0,14.0
0,0,1756160209.0,2,0,2,2,2,1,0,22,0,0,148.0
0,0,1769066647.0,3,0,3,4,5,1,4,7,3,0,61.0
0,0,1765851700.0,0,0,0,0,4,10,9,2,1,0,215.0
0,0,1754181296.0,0,0,0,2,3,3,4,0,6,1,224.0
0,0,1754249126.0,0,0,0,4,4,10,4,19,6,1,85.0
0,0,1760714882.0,0,0,0,5,5,2,8,15,4,0,194.0
0,0,1752196004.0,2,0,2,2,6,1,4,1,4,0,168.0
0,0,1761726585.0,1,0,1,4,4,11,9,8,2,0,146.0
0,0,1757282212.0,1,0,1,2,4,0,9,21,6,1,184.0
0,0,1743989634.0,3,0,3,3,6,2,5,1,0,0,16.0
0,0,1760059311.0,3,0,3,3,4,1,5,1,4,0,173.0
0,0,1764380510.0,3,0,3,4,5,10,5,1,5,1,211.0
0,0,1745782953.0,2,0,2,2,3,3,9,19,6,1,112.0
0,0,1737543905.0,2,0,2,4,5,1,0,11,2,0,86.0
0,0,1751378726.0,2,0,2,4,3,4,8,14,1,0,152.0
0,0,1752109869.0,3,0,3,2,3,2,0,1,3,0,97.0
0,0,1771572091.0,3,0,3,2,3,10,0,7,4,0,48.0
0,0,1767416404.0,0,0,0,5,5,10,8,5,5,1,239.0
0,0,1757549370.0,2,0,2,1,5,7,8,0,3,0,89.0
7,0,1751773988.0,2,1,2,1,3,10,8,3,6,1,233.0
0,0,1742407159.0,0,0,0,5,6,2,4,17,2,0,21.0
0,0,1737589153.0,2,0,2,3,6,3,5,23,2,0,207.0
0,0,1768615159.0,2,0,2,5,1,10,9,1,5,1,35.0
7,0,1740422567.0,0,1,0,3,4,11,0,18,0,0,28.0
0,0,1754845833.0,1,0,1,2,2,15,5,17,6,1,187.0
0,0,1767872303.0,3,0,3,0,1,10,5,11,3,0,114.0
0,0,1764579033.0,0,0,0,1,2,6,0,8,0,0,146.0
0,0,1761918190.0,0,0,0,5,1,11,0,13,4,0,61.0
0,0,1770345874.0,1,0,1,4,5,10,5,2,4,0,32.0
0,0,1746361799.0,1,0,1,4,3,6,9,12,6,1,238.0
0,0,1758237762.0,1,0,1,2,4,3,0,23,3,0,216.0
0,0,1770679770.0,1,0,1,0,2,2,0,23,0,0,212.0
0,0,1751178823.0,0,0,0,5,5,3,4,6,6,1,189.0
0,0,1747804197.0,3,0,3,4,5,3,0,5,2,0,113.0
0,0,1762280442.0,1,0,1,1,1,3,8,18,1,0,122.0
0,0,1757135405.0,1,0,1,1,2,3,5,5,5,1,107.0
0,0,1759155775.0,0,0,0,3,1,3,9,14,0,0,114.0
0,0,1772542974.0,0,0,0,2,5,1,5,13,1,0,239.0
0,0,1738555457.0,3,0,3,0,4,4,0,4,0,0,153.0
0,0,1738716279.0,2,0,2,0,1,1,9,0,2,0,210.0
0,0,1771034563.0,2,0,2,4,5,3,0,2,5,1,169.0
0,0,1767914399.0,2,0,2,3,2,2,5,23,3,0,165.0
0,0,1765732850.0,1,0,1,0,4,10,5,17,6,1,175.0
0,0,1750451786.0,0,0,0,0,6,5,9,20,4,0,219.0
0,0,1770908817.0,3,0,3,3,5,2,9,15,3,0,203.0
0,0,1747165616.0,3,0,3,1,1,4,8,19,1,0,44.0
0,0,1760791148.0,0,0,0,5,2,15,5,12,5,1,155.0
0,0,1761546616.0,1,0,1,2,3,4,0,6,0,0,167.0
0,0,1745520008.0,1,0,1,4,5,2,8,18,3,0,39.0
0,0,1754816268.0,0,0,0,2,6,2,9,8,6,1,186.0
0,0,1758259813.0,1,0,1,2,3,0,4,5,4,0,239.0
0,0,1754988368.0,3,0,3,3,6,10,0,8,1,0,146.0
0,0,1742659020.0,0,0,0,2,2,6,5,15,5,1,96.0
0,0,1749918658.0,0,0,0,5,3,1,9,16,5,1,239.0
0,0,1761318421.0,3,0,3,2,2,6,8,15,4,0,139.0
0,0,1736665391.0,2,0,2,5,2,11,9,7,6,1,145.0
0,0,1749551595.0,1,0,1,5,3,2,8,10,1,0,49.0
0,0,1771129009.0,2,0,2,4,2,6,9,4,6,1,89.0
0,0,1763568259.0,0,0,0,4,5,4,9,16,2,0,116.0
0,0,1745181222.0,0,0,0,0,2,2,4,20,6,1,180.0
0,0,1770398336.0,3,0,3,1,5,0,9,17,4,0,53.0
0,0,1768054369.0,1,0,1,2,6,6,8,14,5,1,24.0
0,0,1762620293.0,1,0,1,2,4,1,8,16,5,1,47.0
0,0,1755574030.0,3,0,3,1,5,11,0,3,1,0,92.0
0,0,1740344128.0,3,0,3,1,3,2,4,20,6,1,148.0
0,0,1771811514.0,3,0,3,4,1,10,9,1,0,0,40.0
0,0,1764750176.0,1,0,1,1,2,2,9,8,2,0,41.0
0,0,1744186738.0,2,0,2,0,5,10,4,8,2,0,199.0
0,0,1741489708.0,1,0,1,3,3,1,8,3,6,1,92.0
0,0,1738708245.0,0,0,0,5,3,3,4,22,1,0,145.0
0,0,1737805701.0,1,0,1,2,1,2,5,11,5,1,40.0
0,0,1746508672.0,1,0,1,3,6,2,8,5,1,0,35.0
0,0,1739063508.0,2,0,2,5,5,10,9,1,6,1,8.0
0,0,1744790179.0,1,0,1,5,3,10,5,7,2,0,71.0
0,0,1754341009.0,2,0,2,5,5,11,4,20,0,0,208.0
0,0,1756600612.0,0,0,0,0,1,3,8,0,6,1,101.0
0,0,1736402422.0,3,0,3,4,3,10,8,6,3,0,102.0
0,0,1770727809.0,1,0,1,3,2,5,8,12,1,0,17.0
0,0,1738962621.0,1,0,1,5,4,4,0,21,4,0,228.0
0,0,1741080462.0,2,0,2,2,5,0,0,9,1,0,93.0
0,0,1767139020.0,0,0,0,1,6,10,4,23,1,0,205.0
0,0,1764565715.0,2,0,2,3,2,2,4,5,0,0,190.0
0,0,1756920478.0,2,0,2,4,5,3,5,17,2,0,109.0
0,0,1744417616.0,0,0,0,0,5,1,5,0,5,1,29.0
0,0,1749009630.0,0,0,0,5,2,0,0,4,2,0,23.0
0,0,1742065590.0,0,0,0,4,2,7,0,19,5,1,60.0
0,0,1768580885.0,1,0,1,5,6,6,8,16,4,0,222.0
0,0,1760542125.0,2,0,2,4,3,10,5,15,2,0,172.0
0,0,1769909023.0,3,0,3,3,6,3,0,1,6,1,208.0
0,0,1765530234.0,1,0,1,0,3,0,5,9,4,0,205.0
0,0,1760711969.0,2,0,2,3,1,2,0,14,4,0,39.0
0,0,1761439677.0,1,0,1,1,4,6,8,0,6,1,215.0
0,0,1766204695.0,1,0,1,5,5,1,0,4,5,1,89.0
0,0,1770076492.0,0,0,0,4,6,2,8,23,0,0,166.0
0,0,1739361874.0,2,0,2,1,6,4,8,12,2,0,184.0
0,0,1748989291.0,3,0,3,3,2,2,0,22,1,0,30.0
0,0,1744363562.0,1,0,1,3,4,6,5,9,4,0,139.0
0,0,1760732887.0,0,0,0,4,4,6,9,20,4,0,184.0
7,0,1747451325.0,0,1,0,4,1,3,5,3,5,1,8.0
0,0,1743155059.0,0,0,0,0,2,3,4,9,4,0,233.0
0,0,1755309136.0,1,0,1,1,2,6,8,1,5,1,206.0
0,0,1740217722.0,1,0,1,5,3,10,9,9,5,1,167.0
0,0,1753859557.0,3,0,3,4,5,3,0,7,2,0,95.0
0,0,1743371888.0,1,0,1,2,1,2,9,21,6,1,126.0
0,0,1758379295.0,1,0,1,3,2,10,5,14,5,1,38.0
0,0,1738239235.0,2,0,2,0,1,2,8,12,3,0,94.0
0,0,1741301807.0,0,0,0,0,5,2,9,22,3,0,24.0
0,0,1745907704.0,3,0,3,5,5,0,4,6,1,0,103.0
0,0,1747148706.0,0,0,0,3,6,2,0,15,1,0,217.0
0,0,1751324333.0,2,0,2,1,4,5,8,22,0,0,178.0
0,0,1742455124.0,3,0,3,3,2,2,4,7,3,0,20.0
0,0,1759581206.0,3,0,3,3,2,4,0,12,5,1,22.0
0,0,1738947020.0,0,0,0,4,2,2,0,16,4,0,185.0
0,0,1757714758.0,2,0,2,0,2,3,9,22,4,0,31.0
0,0,1761841574.0,3,0,3,2,6,10,8,16,3,0,38.0
7,0,1741663999.0,3,1,3,2,1,2,4,3,1,0,22.0
0,0,1770883349.0,0,0,0,2,3,11,9,8,3,0,193.0
0,0,1765032649.0,0,0,0,0,5,11,9,14,5,1,65.0
0,0,1756858107.0,0,0,0,3,4,10,4,0,2,0,87.0
0,0,1753651278.0,3,0,3,4,5,6,0,21,6,1,210.0
0,0,1755302249.0,0,0,0,3,3,6,5,23,4,0,235.0
0,0,1740186311.0,0,0,0,2,3,3,8,1,5,1,133.0
0,0,1755229755.0,3,0,3,5,4,6,9,3,4,0,133.0
0,0,1757689196.0,3,0,3,1,6,10,8,14,4,0,43.0
0,0,1742428382.0,1,0,1,2,3,0,5,23,2,0,229.0
0,0,1750890711.0,0,0,0,1,2,2,9,22,2,0,163.0
0,0,1762564102.0,1,0,1,0,1,11,9,1,5,1,142.0
0,0,1753684814.0,2,0,2,1,2,4,8,6,0,0,235.0
0,0,1762097430.0,2,0,2,4,5,10,4,15,6,1,135.0
0,0,1744343606.0,2,0,2,3,6,5,0,3,4,0,148.0
0,0,1758358497.0,0,0,0,2,6,10,0,8,5,1,70.0
0,0,1769115400.0,2,0,2,0,6,10,4,20,3,0,109.0
0,0,1740149998.0,1,0,1,1,4,11,0,14,4,0,55.0
0,0,1758200341.0,1,0,1,2,3,2,8,12,3,0,36.0
0,0,1757766647.0,0,0,0,4,2,2,8,12,5,1,56.0
0,0,1760152907.0,2,0,2,3,2,10,5,3,5,1,135.0
0,0,1754432282.0,1,0,1,4,4,6,4,22,1,0,106.0
0,0,1756171527.0,3,0,3,0,1,3,9,1,1,0,125.0
0,0,1751269041.0,2,0,2,3,1,4,9,7,0,0,131.0
0,0,1757270332.0,1,0,1,5,1,0,0,18,6,1,208.0
0,0,1765955795.0,1,0,1,4,5,4,8,7,2,0,149.0
0,0,1772466944.0,2,0,2,4,3,3,0,15,0,0,46.0
0,0,1749155702.0,3,0,3,0,6,11,5,20,3,0,204.0
0,0,1754215099.0,2,0,2,3,3,2,8,9,6,1,31.0
0,0,1740956323.0,1,0,1,5,3,2,0,22,6,1,106.0
0,0,1756186647.0,1,0,1,4,6,2,9,5,1,0,214.0
0,0,1767255512.0,0,0,0,2,5,2,8,8,3,0,118.0
0,0,1745378088.0,3,0,3,1,3,1,8,3,2,0,57.0
0,0,1771603628.0,2,0,2,0,2,15,0,16,4,0,167.0
0,0,1757462040.0,3,0,3,4,3,10,5,23,1,0,71.0
0,0,1738286354.0,1,0,1,0,6,0,8,1,4,0,140.0
0,0,1739571067.0,1,0,1,1,3,1,4,22,4,0,235.0
0,0,1760354964.0,2,0,2,5,4,2,5,11,0,0,80.0
0,0,1755340649.0,2,0,2,2,1,3,4,10,5,1,58.0
0,0,1771118844.0,3,0,3,0,3,1,9,1,6,1,236.0
0,0,1745312253.0,3,0,3,0,2,0,5,8,1,0,134.0
0,0,1736067947.0,3,0,3,0,3,2,5,9,6,1,42.0
0,0,1767681792.0,2,0,2,1,4,3,5,6,1,0,176.0
0,0,1752799055.0,3,0,3,5,6,0,4,0,4,0,142.0
0,0,1740194982.0,1,0,1,3,6,2,5,3,5,1,44.0
0,0,1744020975.0,0,0,0,0,6,6,9,10,0,0,212.0
0,0,1743704516.0,0,0,0,1,1,2,8,18,3,0,27.0
0,0,1754419149.0,1,0,1,5,6,3,5,18,1,0,200.0
0,0,1762861810.0,2,0,2,5,1,2,5,11,1,0,129.0
0,0,1767717044.0,0,0,0,1,5,11,4,16,1,0,29.0
0,0,1766352389.0,2,0,2,4,5,3,0,21,6,1,99.0
0,0,1746808979.0,3,0,3,2,4,2,5,16,4,0,158.0
7,0,1765848398.0,1,1,1,2,4,1,5,1,1,0,201.0
0,0,1755131032.0,1,0,1,0,3,3,0,0,3,0,189.0
0,0,1755313713.0,3,0,3,0,1,3,5,3,5,1,169.0
0,0,1760207879.0,2,0,2,3,5,6,0,18,5,1,200.0
0,0,1755790485.0,0,0,0,2,2,1,9,15,3,0,18.0
0,0,1769232215.0,0,0,0,2,6,2,8,5,5,1,102.0
0,0,1755213552.0,2,0,2,1,4,1,8,23,3,0,219.0
0,0,1762352388.0,0,0,0,3,5,5,9,14,2,0,187.0
0,0,1754966294.0,2,0,2,1,1,3,8,2,1,0,21.0
0,0,1749008020.0,3,0,3,5,1,15,9,3,2,0,199.0
0,0,1752358325.0,2,0,2,5,4,0,9,22,5,1,97.0
0,0,1760224679.0,1,0,1,4,5,2,9,23,5,1,179.0
0,0,1763349471.0,1,0,1,0,3,15,8,3,0,0,169.0
0,0,1758449256.0,1,0,1,5,2,2,4,10,6,1,43.0
0,0,1739670134.0,3,0,3,3,1,10,0,1,6,1,195.0
0,0,1745034702.0,1,0,1,3,3,2,8,3,5,1,216.0
7,0,1746504798.0,0,1,0,3,1,1,5,4,1,0,136.0
0,0,1765240684.0,3,0,3,2,3,2,0,0,1,0,189.0
0,0,1764633817.0,0,0,0,4,5,5,8,0,1,0,232.0
0,0,1769644818.0,1,0,1,3,1,0,4,0,3,0,169.0
0,0,1763943311.0,2,0,2,0,2,2,9,0,0,0,16.0
0,0,1743228152.0,3,0,3,3,5,3,8,6,5,1,213.0
0,0,1744715110.0,0,0,0,1,6,2,5,11,1,0,113.0
0,0,1742963922.0,0,0,0,0,6,6,5,4,2,0,85.0
0,0,1738998919.0,2,0,2,4,3,0,9,7,5,1,92.0
0,0,1754440716.0,1,0,1,0,1,1,8,0,2,0,140.0
0,0,1751718264.0,2,0,2,1,2,15,0,12,5,1,127.0
0,0,1743760842.0,3,0,3,5,1,3,8,10,4,0,137.0
0,0,1763076612.0,1,0,1,3,1,0,8,23,3,0,39.0
7,0,1745423245.0,3,1,3,4,1,6,9,15,2,0,182.0
0,0,1764308092.0,2,0,2,5,6,10,0,5,4,0,55.0
0,0,1754150506.0,3,0,3,0,5,3,8,16,5,1,8.0
0,0,1752566386.0,1,0,1,2,4,3,0,7,1,0,154.0
0,0,1736591946.0,1,0,1,1,2,1,4,10,5,1,16.0
0,0,1757404783.0,3,0,3,1,2,4,5,7,1,0,129.0
0,0,1763028213.0,2,0,2,3,3,4,0,10,3,0,95.0
0,0,1753928461.0,2,0,2,5,3,2,5,2,3,0,7.0
7,0,1739486289.0,1,1,1,4,5,2,5,22,3,0,172.0
7,0,1770890507.0,1,1,1,3,3,2,5,10,3,0,55.0
0,0,1740997402.0,1,0,1,4,2,2,8,10,0,0,217.0
0,0,1756074123.0,2,0,2,5,5,10,9,22,6,1,126.0
7,0,1761095818.0,2,1,2,4,1,2,4,1,2,0,231.0
0,0,1748617247.0,0,0,0,5,3,4,5,15,4,0,217.0
0,0,1766994378.0,2,0,2,4,6,3,8,7,0,0,183.0
0,0,1757767497.0,0,0,0,2,5,1,0,12,5,1,91.0
0,0,1753848171.0,1,0,1,1,3,0,4,4,2,0,15.0
0,0,1770241586.0,2,0,2,4,2,2,9,21,2,0,98.0
0,0,1740529763.0,2,0,2,3,6,2,4,0,2,0,125.0
0,0,1767642196.0,3,0,3,3,1,1,0,19,0,0,25.0
0,0,1736002935.0,2,0,2,5,1,5,4,15,5,1,226.0
0,0,1754112207.0,1,0,1,0,5,1,4,5,5,1,113.0
0,0,1736972069.0,0,0,0,2,5,1,4,20,2,0,162.0
0,0,1770676387.0,0,0,0,4,2,1,8,22,0,0,42.0
0,0,1765773148.0,1,0,1,4,6,0,4,4,0,0,224.0
0,0,1743725027.0,0,0,0,1,5,7,9,0,4,0,7.0
0,0,1744187692.0,2,0,2,0,5,0,0,8,2,0,106.0
0,0,1736772283.0,1,0,1,0,3,10,5,12,0,0,61.0
0,0,1737739675.0,0,0,0,4,1,1,0,17,4,0,109.0
0,0,1767370739.0,3,0,3,5,2,1,4,16,4,0,108.0
0,0,1772102938.0,0,0,0,0,3,6,9,10,3,0,186.0
0,0,1747389672.0,0,0,0,4,3,6,4,10,4,0,97.0
0,0,1752533173.0,0,0,0,0,1,10,0,22,0,0,80.0
0,0,1760055415.0,1,0,1,2,4,0,4,0,4,0,177.0
0,0,1737817028.0,2,0,2,5,4,3,4,14,5,1,10.0
0,0,1764860262.0,1,0,1,0,2,6,5,14,3,0,3.0
0,0,1765786111.0,2,0,2,1,1,1,0,8,0,0,86.0
0,0,1766174879.0,1,0,1,2,4,0,5,20,4,0,210.0
0,0,1748528796.0,0,0,0,5,6,1,5,14,3,0,218.0
0,0,1770631240.0,0,0,0,5,1,2,5,10,0,0,179.0
0,0,1754373283.0,1,0,1,1,5,3,9,5,1,0,114.0
0,0,1742428570.0,3,0,3,2,2,6,9,23,2,0,157.0
7,0,1770960761.0,1,1,1,3,2,4,8,5,4,0,70.0
0,0,1741548981.0,3,0,3,5,6,5,4,19,6,1,224.0
0,0,1739651211.0,2,0,2,3,2,10,5,20,5,1,126.0
0,0,1752578881.0,0,0,0,0,4,2,0,11,1,0,15.0
0,0,1758617395.0,1,0,1,3,3,3,4,8,1,0,223.0
0,0,1760747047.0,3,0,3,0,2,1,4,0,5,1,158.0
7,0,1769933915.0,2,1,2,0,3,3,0,8,6,1,96.0
0,0,1762046345.0,2,0,2,0,3,10,8,1,6,1,131.0
0,0,1758727640.0,1,0,1,3,4,2,9,15,2,0,146.0
0,0,1760618554.0,3,0,3,1,2,5,4,12,3,0,118.0
0,0,1751784906.0,0,0,0,2,3,1,5,6,6,1,62.0
7,0,1758580889.0,0,1,0,4,5,4,8,22,0,0,3.0
0,0,1756119414.0,0,0,0,2,3,0,4,10,0,0,148.0
0,0,1744367121.0,2,0,2,3,2,2,8,10,4,0,44.0
0,0,1759389342.0,3,0,3,4,1,2,4,7,3,0,108.0
7,0,1772726948.0,1,1,1,0,2,0,9,16,3,0,180.0
0,0,1766894289.0,3,0,3,3,2,6,9,3,6,1,151.0
0,0,1768563499.0,0,0,0,4,5,4,9,11,4,0,17.0
0,0,1754290028.0,3,0,3,5,6,2,4,6,0,0,239.0
0,0,1761714452.0,0,0,0,5,1,10,5,5,2,0,201.0
0,0,1770745076.0,3,0,3,0,2,3,4,17,1,0,220.0
0,0,1768882217.0,2,0,2,0,6,2,8,4,1,0,193.0
0,0,1742152608.0,0,0,0,0,1,3,0,19,6,1,56.0
0,0,1747631698.0,2,0,2,1,2,5,8,5,0,0,50.0
0,0,1736276075.0,1,0,1,0,4,2,5,18,1,0,15.0
0,0,1767945886.0,2,0,2,0,1,2,5,8,4,0,225.0
0,0,1753252880.0,3,0,3,0,4,2,4,6,2,0,165.0
0,0,1755869119.0,1,0,1,1,4,2,9,13,4,0,216.0
0,0,1738132020.0,0,0,0,2,3,1,9,6,2,0,170.0
0,0,1770866580.0,3,0,3,2,1,2,9,3,3,0,166.0
0,0,1742723282.0,3,0,3,4,1,2,0,9,6,1,205.0
0,0,1771959292.0,2,0,2,5,5,3,9,18,1,0,107.0
0,0,1737049677.0,3,0,3,1,1,1,5,17,3,0,230.0
0,0,1738466375.0,1,0,1,5,6,2,5,3,6,1,176.0
0,0,1748330814.0,1,0,1,0,6,1,8,7,1,0,201.0
0,0,1743602718.0,0,0,0,2,2,6,5,14,2,0,65.0
0,0,1767386375.0,2,0,2,2,3,0,9,20,4,0,128.0
0,0,1771219044.0,0,0,0,1,4,2,4,5,0,0,138.0
0,0,1753087294.0,0,0,0,5,3,10,0,8,0,0,153.0
0,0,1749924548.0,2,0,2,4,1,2,0,18,5,1,146.0
0,0,1763886559.0,3,0,3,0,4,1,8,8,6,1,4.0
0,0,1771158591.0,2,0,2,1,6,1,9,12,6,1,126.0
0,0,1742102152.0,0,0,0,5,3,5,4,5,6,1,97.0
0,0,1743345031.0,0,0,0,0,6,4,0,14,6,1,220.0
0,0,1746614424.0,1,0,1,2,6,2,8,10,2,0,142.0
0,0,1737191950.0,1,0,1,2,6,0,0,9,5,1,86.0
0,0,1771686792.0,2,0,2,3,1,1,9,15,5,1,11.0
0,0,1740827752.0,2,0,2,1,2,2,9,11,5,1,224.0
0,0,1764605276.0,2,0,2,5,1,15,5,16,0,0,230.0
0,0,1769720981.0,1,0,1,5,6,2,9,21,3,0,73.0
0,0,1749860924.0,2,0,2,3,2,3,9,0,5,1,19.0
0,0,1755969849.0,3,0,3,3,6,6,9,17,5,1,122.0
0,0,1753688505.0,2,0,2,0,2,6,4,7,0,0,150.0
7,0,1767148557.0,2,1,2,3,4,5,9,2,2,0,71.0
0,0,1748785920.0,3,0,3,5,6,0,4,13,6,1,235.0
0,0,1772777669.0,1,0,1,3,6,0,9,6,4,0,222.0
0,0,1752351383.0,1,0,1,3,6,10,9,20,5,1,152.0
0,0,1771412725.0,3,0,3,4,3,1,9,11,2,0,211.0
0,0,1762892703.0,3,0,3,3,4,7,8,20,1,0,146.0
0,0,1740433419.0,3,0,3,3,4,2,9,21,0,0,225.0
0,0,1753419325.0,1,0,1,5,1,1,4,4,4,0,26.0
0,0,1745273290.0,3,0,3,5,6,11,9,22,0,0,42.0
0,0,1758740407.0,1,0,1,3,2,2,4,19,2,0,235.0
0,0,1746293110.0,2,0,2,2,4,11,5,17,5,1,147.0
7,0,1758559041.0,1,1,1,5,1,7,5,16,0,0,195.0
0,0,1737948866.0,1,0,1,5,1,3,9,3,0,0,207.0
0,0,1740109824.0,0,0,0,2,3,3,9,3,4,0,136.0
0,0,1771036301.0,3,0,3,5,3,6,5,2,5,1,149.0
0,0,1736876300.0,2,0,2,3,3,10,0,17,1,0,195.0
0,0,1764143431.0,0,0,0,2,6,1,9,7,2,0,31.0
0,0,1762302776.0,0,0,0,0,3,2,9,0,2,0,201.0
0,0,1745990447.0,3,0,3,2,5,3,9,5,2,0,58.0
0,0,1744381254.0,3,0,3,0,6,2,9,14,4,0,87.0
0,0,1737323893.0,0,0,0,0,1,1,8,21,6,1,206.0
0,0,1746991962.0,3,0,3,0,3,3,9,19,6,1,133.0
0,0,1737779065.0,1,0,1,0,3,2,5,4,5,1,197.0
0,0,1738102082.0,0,0,0,1,6,4,5,22,1,0,29.0
0,0,1754338302.0,3,0,3,4,4,2,4,20,0,0,125.0
0,0,1736990244.0,3,0,3,2,6,10,8,1,3,0,17.0
0,0,1756499676.0,2,0,2,0,5,6,9,20,4,0,9.0
0,0,1739360119.0,0,0,0,0,4,10,9,11,2,0,177.0
0,0,1740387560.0,2,0,2,3,4,1,0,8,0,0,157.0
0,0,1750606708.0,0,0,0,1,3,2,5,15,6,1,154.0
0,0,1762360721.0,3,0,3,4,1,3,5,16,2,0,61.0
0,0,1765825919.0,0,0,0,2,4,2,9,19,0,0,164.0
0,0,1768732726.0,0,0,0,1,4,0,9,10,6,1,134.0
0,0,1749259859.0,3,0,3,4,4,10,9,1,5,1,35.0
0,0,1743585266.0,1,0,1,4,1,2,4,9,2,0,186.0
7,0,1751969227.0,0,1,0,5,6,4,8,10,1,0,98.0
0,0,1765757706.0,2,0,2,0,3,2,4,0,0,0,23.0
0,0,1741176809.0,3,0,3,1,2,4,4,12,2,0,223.0
0,0,1762470478.0,0,0,0,3,6,5,4,23,3,0,169.0
0,0,1769146405.0,3,0,3,2,3,10,5,5,4,0,47.0
0,0,1771395726.0,0,0,0,0,2,7,9,6,2,0,49.0
0,0,1752692418.0,0,0,0,4,3,0,4,19,2,0,136.0
0,0,1742914736.0,3,0,3,1,6,3,5,14,1,0,206.0
0,0,1772468123.0,2,0,2,3,6,3,8,16,0,0,98.0
0,0,1767549628.0,1,0,1,3,3,1,4,18,6,1,110.0
0,0,1740015765.0,0,0,0,3,3,3,9,1,3,0,216.0
0,0,1754743508.0,2,0,2,4,6,3,5,12,5,1,51.0
0,0,1768827878.0,1,0,1,5,1,2,5,13,0,0,32.0
0,0,1742226223.0,2,0,2,0,4,2,0,15,0,0,51.0
0,0,1756800812.0,0,0,0,3,2,2,9,8,1,0,137.0
0,0,1766893218.0,3,0,3,1,3,1,0,3,6,1,82.0
0,0,1754388265.0,0,0,0,0,5,10,0,10,1,0,164.0
0,0,1770042185.0,1,0,1,1,2,6,9,14,0,0,127.0
0,0,1771896706.0,1,0,1,0,2,2,5,1,1,0,172.0
0,0,1770731394.0,0,0,0,3,3,2,0,13,1,0,78.0
0,0,1741302823.0,2,0,2,0,6,2,0,23,3,0,78.0
0,0,1772185025.0,1,0,1,0,6,2,0,9,4,0,218.0
0,0,1762182497.0,1,0,1,2,4,10,8,15,0,0,8.0
0,0,1755060673.0,2,0,2,3,2,6,0,4,2,0,103.0
0,0,1739460482.0,0,0,0,0,2,3,9,15,3,0,176.0
0,0,1768075144.0,0,0,0,0,6,3,0,19,5,1,25.0
0,0,1740623909.0,1,0,1,3,2,5,0,2,3,0,32.0
0,0,1753417169.0,2,0,2,2,6,1,9,4,4,0,2.0
0,0,1744135067.0,0,0,0,1,6,4,9,17,1,0,166.0
0,0,1768987344.0,0,0,0,2,6,2,5,9,2,0,99.0
0,0,1772548121.0,0,0,0,5,2,1,8,14,1,0,141.0
0,0,1748247648.0,2,0,2,4,1,2,4,8,0,0,41.0
0,0,1753213011.0,1,0,1,4,3,1,5,19,1,0,50.0
0,0,1738446002.0,1,0,1,4,4,10,4,21,5,1,51.0
0,0,1750004271.0,3,0,3,5,1,4,9,16,6,1,41.0
0,0,1748842321.0,3,0,3,2,2,2,8,5,0,0,160.0
0,0,1742804000.0,2,0,2,1,3,2,8,8,0,0,187.0
0,0,1765533785.0,1,0,1,4,5,10,9,10,4,0,225.0
0,0,1768037867.0,3,0,3,4,4,2,8,9,5,1,230.0
0,0,1743769595.0,0,0,0,5,6,3,9,12,4,0,122.0
0,0,1756781279.0,0,0,0,2,4,2,8,2,1,0,95.0
0,0,1741697196.0,3,0,3,1,4,6,9,12,1,0,202.0
0,0,1737341883.0,2,0,2,5,6,3,9,2,0,0,78.0
0,0,1766907994.0,2,0,2,4,6,3,4,7,6,1,122.0
0,0,1769257474.0,3,0,3,3,5,2,5,12,5,1,236.0
0,0,1754877586.0,1,0,1,5,2,3,0,1,0,0,127.0
0,0,1751815186.0,2,0,2,5,5,2,5,15,6,1,64.0
0,0,1764439294.0,1,0,1,3,1,3,9,18,5,1,125.0
0,0,1769968599.0,2,0,2,0,2,2,5,17,6,1,199.0
0,0,1770650868.0,1,0,1,2,1,3,5,15,0,0,45.0
0,0,1746626235.0,0,0,0,3,1,10,4,13,2,0,66.0
0,0,1747010245.0,3,0,3,3,3,2,8,0,0,0,125.0
0,0,1769305941.0,3,0,3,3,4,2,4,1,6,1,112.0
0,0,1767344241.0,0,0,0,1,6,6,4,8,4,0,164.0
7,0,1748481635.0,0,1,0,1,1,4,9,1,3,0,207.0
0,0,1746389045.0,1,0,1,3,4,1,9,20,6,1,118.0
0,0,1736922056.0,3,0,3,3,1,6,8,6,2,0,67.0
0,0,1755074320.0,0,0,0,2,4,10,4,8,2,0,56.0
7,0,1743409260.0,0,1,0,5,2,1,8,8,0,0,187.0
0,0,1750004835.0,3,0,3,4,5,2,0,16,6,1,141.0
0,0,1762701958.0,1,0,1,1,4,1,9,15,6,1,226.0
0,0,1765530149.0,3,0,3,3,3,0,8,9,4,0,210.0
0,0,1753746861.0,3,0,3,5,1,1,8,23,0,0,49.0
0,0,1762352025.0,3,0,3,3,3,3,0,14,2,0,81.0
0,0,1754938482.0,1,0,1,2,3,10,9,18,0,0,182.0
